730,	131
862,	133
993,	134
1127,	134
1262,	134
739,	226
865,	228
992,	230
1120,	230
1250,	230
746,	314
869,	315
991,	317
1115,	318
1240,	319
754,	395
872,	397
990,	398
1109,	400
1230,	401
760,	471
874,	473
989,	475
1104,	477
1220,	478
749,	650
868,	652
988,	654
1108,	656
1232,	661
730,	697
858,	700
987,	704
1116,	705
1249,	708
707,	753
846,	756
985,	760
1126,	761
1270,	765
680,	818
832,	821
983,	826
1137,	827
1294,	832
647,	895
814,	899
981,	905
1151,	909
1324,	914
